Country Code,IncomeGroup,Country Name,year,GDP,IC.BUS.NREG,IC.REG.PROC,IC.REG.DURS,GDP_growth
AUS,High income,Australia,2019,1392227864397.08,223389,3,2,2.1713962244835
AUT,High income,Austria,2006,336280064332.411,3116,8,25,3.45404183614122
AUT,High income,Austria,2007,389185571506.052,2944,8,25,3.72741530093519
AUT,High income,Austria,2008,432051935642.945,2856,8,25,1.4604236757386
AUT,High income,Austria,2009,401758735822.211,2826,8,25,-3.76457817791677
AUT,High income,Austria,2010,392275107258.667,2819,8,25,1.83709367680054
AUT,High income,Austria,2011,431685217367.511,2771,8,25,2.92279728368581
AUT,High income,Austria,2012,409401816050.531,2714,8,25,0.680445576816723
AUT,High income,Austria,2013,430190979705.962,2811,8,25,0.0255047121972183
AUT,High income,Austria,2014,442584815286.034,2923,8,22,0.661272848852605
AUT,High income,Austria,2015,381971148530.543,3020,8,22,1.01450158590511
AUT,High income,Austria,2016,395837353031.499,3009,8,21,1.98943716230463
AUT,High income,Austria,2017,417261151844.977,3046,8,21,2.25857243250671
AUT,High income,Austria,2018,454991174096.102,2997,8,21,2.42538536088061
AUT,High income,Austria,2019,444621176100.548,3017,8,21,1.51738858303159
BEL,High income,Belgium,2006,408259840868.823,21747,6,27,2.55234994366351
BEL,High income,Belgium,2007,470922156309.453,23867,5,4.5,3.67688113594973
BEL,High income,Belgium,2008,517328087920.078,23116,5,4.5,0.446928735275904
BEL,High income,Belgium,2009,483254171097.812,20415,5,4.5,-2.02074306169408
BEL,High income,Belgium,2010,481420882905.001,23512,5,4.5,2.86429270764155
BEL,High income,Belgium,2011,523330354138.133,24451,5,4.5,1.69451389861332
BEL,High income,Belgium,2012,496152879924.727,19769,5,4.5,0.739217283058679
BEL,High income,Belgium,2013,521791015247.06,19054,5,4.5,0.459242192907709
BEL,High income,Belgium,2014,535390200131.018,19825,5,4.5,1.57853314322614
BEL,High income,Belgium,2015,462335574841.484,20634,5,4.5,2.04145900919961
BEL,High income,Belgium,2016,476062757356.927,22705,5,4.5,1.26668640902095
BEL,High income,Belgium,2017,502764720556.354,22944,5,4.5,1.6195802783878
BEL,High income,Belgium,2018,543299066998.902,27204,5,4.5,1.79294519302076
BEL,High income,Belgium,2019,535830876745.097,31094,5,5,2.24085824041289
BHR,High income,Bahrain,2007,21730000000,1416,7,9.4,8.29396044759683
BHR,High income,Bahrain,2008,25710904255.3191,1584,7,9.4,6.24501077496258
BHR,High income,Bahrain,2009,22938218085.1064,1127,7,9.3,2.53988593585052
BHR,High income,Bahrain,2010,25713271276.5957,1363,7,9.3,4.33429917283131
BHR,High income,Bahrain,2011,28776595744.6809,1207,7,9.3,1.98351501159991
BHR,High income,Bahrain,2012,30749308510.6383,1346,7,9.3,3.72810843046017
BHR,High income,Bahrain,2013,32539468085.1064,1433,7,9.3,5.41683981012071
BHR,High income,Bahrain,2014,33387712765.9574,1439,7,9.4,4.35039085252969
BHR,High income,Bahrain,2015,31050638297.8723,1567,7,9.4,2.48537855758804
BHR,High income,Bahrain,2016,32234973404.2553,4230,6,8.3,3.55812811897778
BHR,High income,Bahrain,2017,35473776595.7447,4177,6,8.3,4.29094977756338
BHR,High income,Bahrain,2018,37802005319.1489,3823,6,8.3,2.11113047304872
BRB,High income,Barbados,2015,4724691200,1105,7,19,2.47261987248125
BRB,High income,Barbados,2016,4832811750,1056,7,16,2.53302488224136
BRB,High income,Barbados,2017,4981588900,945,7,16,0.456290512904502
BRB,High income,Barbados,2018,5097283200,859,7,16,-1.02713910017275
BRB,High income,Barbados,2019,5324250000,939,7,16,-0.131147253497488
BRN,High income,Brunei Darussalam,2012,19047940300.8963,480,18,104.5,0.912841670964411
BRN,High income,Brunei Darussalam,2013,18093829923.2737,475,18,104.5,-2.12602851740175
BRN,High income,Brunei Darussalam,2014,17098342541.4365,457,18,104.5,-2.50835256644561
BRN,High income,Brunei Darussalam,2015,12930394937.8137,573,7,14.5,-0.392383749502031
BRN,High income,Brunei Darussalam,2016,11400854267.7188,760,7,14.5,-2.47791771833224
BRN,High income,Brunei Darussalam,2017,12128104859.1498,798,5,12.5,1.32860255161715
BRN,High income,Brunei Darussalam,2018,13567351175.0315,731,3,5.5,0.0522377907767719
BRN,High income,Brunei Darussalam,2019,13469422958.5105,745,3,5.5,3.86910986506845
CAN,High income,Canada,2017,1649265644244.09,3052,2,1.5,3.03988022528195
CAN,High income,Canada,2018,1725329192783.02,3262,2,1.5,2.77704055379553
CHE,High income,Switzerland,2006,441634672196.523,19471,6,18,4.07362844994275
CHE,High income,Switzerland,2007,490740715594.802,21391,6,18,3.9163758177818
CHE,High income,Switzerland,2008,567267767519.158,21733,6,18,2.80798363168692
CHE,High income,Switzerland,2009,554212916092.271,20810,6,18,-2.29737463071545
CHE,High income,Switzerland,2010,598851028906.58,22139,6,18,3.24339733550173
CHE,High income,Switzerland,2011,715888126682.396,23765,6,18,1.81310819203695
CHE,High income,Switzerland,2012,686420221557.99,23608,6,18,1.17925383325108
CHE,High income,Switzerland,2013,706234937370.968,24601,6,18,1.79214405707484
CHE,High income,Switzerland,2014,726537808338,25085,6,10,2.34988127508626
CHE,High income,Switzerland,2015,694118186379.628,24244,6,10,1.64462768699285
CHE,High income,Switzerland,2016,687895460902.713,24135,6,10,2.0686896670996
CHE,High income,Switzerland,2017,695200833086.499,25790,6,10,1.36279955711416
CHE,High income,Switzerland,2018,725568717468.001,25637,6,10,2.86044579461633
CHE,High income,Switzerland,2019,721369112726.724,26347,6,10,1.14198232505277
CHL,High income,Chile,2013,277239461340.404,85418,8,7.5,3.30850824710085
CHL,High income,Chile,2014,259405202008.001,98433,8,7.5,1.79264947139259
CHL,High income,Chile,2015,242496649874.236,102914,8,7.5,2.15194249981184
CHL,High income,Chile,2016,249298719723.108,109880,8,7.5,1.75303874901438
CHL,High income,Chile,2017,276364933679.626,118724,8,7.5,1.35769537349597
CHL,High income,Chile,2018,295402652037.155,132740,7,6,3.99002947784489
CHL,High income,Chile,2019,278584733103.01,138587,6,4,0.77053958389908
CYP,High income,Cyprus,2008,27844698989.3072,24453,6,8,3.6468119905756
CYP,High income,Cyprus,2009,25945391775.4932,16101,6,8,-2.01526235906867
CYP,High income,Cyprus,2010,25800247911.9714,19278,6,8,2.28354499702917
CYP,High income,Cyprus,2011,27642086581.2918,19538,6,8,0.416712762832276
CYP,High income,Cyprus,2012,25048659899.7816,17999,6,8,-3.44738142393619
CYP,High income,Cyprus,2013,23961144906.3621,10847,6,8,-6.58748225683094
CYP,High income,Cyprus,2014,23226782250.5646,11169,6,8,-1.77606191187711
CYP,High income,Cyprus,2015,19909190058.804,11270,6,8,3.41892318781653
CYP,High income,Cyprus,2016,21046951516.4932,13645,5,6,6.57358020185954
CYP,High income,Cyprus,2017,22946726163.5789,13677,5,6,5.73347613913472
CYP,High income,Cyprus,2018,25596474964.5725,14526,5,6,5.64785820050915
CYP,High income,Cyprus,2019,25944504645.6957,12781,5,6,5.52942854943188
CZE,High income,Czechia,2006,156264095664.643,16395,10,39,6.76693268125427
CZE,High income,Czechia,2007,190183800884.018,20938,10,32,5.57033885921025
CZE,High income,Czechia,2008,236816485762.988,22633,9,35,2.68641195092762
CZE,High income,Czechia,2009,207434296805.33,21717,9,32,-4.65733109171755
CZE,High income,Czechia,2010,209069940963.177,22456,9,32,2.43490215904518
CZE,High income,Czechia,2011,229562733398.948,21173,8,30.5,1.76035962445222
CZE,High income,Czechia,2012,208857719320.649,21571,8,30.5,-0.785004299003617
CZE,High income,Czechia,2013,211685616592.931,22227,8,30.5,-0.0459036735515213
CZE,High income,Czechia,2014,209358834156.329,24366,8,30.5,2.26210289708078
CZE,High income,Czechia,2015,188033050459.881,26068,8,30.5,5.38838083815307
CZE,High income,Czechia,2016,196272068576.338,27881,8,24.5,2.5372845203138
CZE,High income,Czechia,2017,218628940951.675,31195,8,24.5,5.16872430413071
CZE,High income,Czechia,2018,249000540729.179,30336,9,24.5,3.22008806955105
CZE,High income,Czechia,2019,252548179964.897,28758,9,24.5,3.02987866345279
DEU,High income,Germany,2006,2994703642023.53,65447,9,22,3.816441912988
DEU,High income,Germany,2007,3425578382921.58,65292,9,18,2.97645513131597
DEU,High income,Germany,2008,3745264093617.19,65812,9,17.5,0.95987913356484
DEU,High income,Germany,2009,3411261212652.34,74055,9,17.5,-5.69383633640285
DEU,High income,Germany,2010,3399667820000.01,73966,9,14.5,4.17988249873657
DEU,High income,Germany,2011,3749314991050.59,71190,9,14.5,3.92519270463411
DEU,High income,Germany,2012,3527143188785.16,69332,9,14.5,0.418497594217598
DEU,High income,Germany,2013,3733804649549.03,68526,9,14.5,0.437591303144671
DEU,High income,Germany,2014,3889093051023.52,67458,9,14.5,2.20954343134872
DEU,High income,Germany,2015,3357585719351.56,69384,9,10.5,1.49193152760772
DEU,High income,Germany,2016,3469853463945.53,70720,9,8,2.22999986782015
DEU,High income,Germany,2017,3690849152517.65,71801,9,8,2.68023111405891
DEU,High income,Germany,2018,3974443355019.6,72844,9,8,0.981232606004738
DEU,High income,Germany,2019,3888226035921.56,73991,9,8,1.05660389828289
DNK,High income,Denmark,2006,282884947702.966,26508,5,6.5,3.9130079783106
DNK,High income,Denmark,2007,319423424509.066,29233,5,6.5,0.909238928302372
DNK,High income,Denmark,2008,353361038818.383,26228,5,6.5,-0.512016744849106
DNK,High income,Denmark,2009,321241303699.006,17576,5,6.5,-4.90654772965155
DNK,High income,Denmark,2010,321995279401.502,18814,5,6,1.87099114718497
DNK,High income,Denmark,2011,344003137611.271,18386,5,6,1.33677776690328
DNK,High income,Denmark,2012,327148943812.137,17218,5,6,0.226499791802965
DNK,High income,Denmark,2013,343584391647.927,16992,5,6,0.933340972371226
DNK,High income,Denmark,2014,352993631617.708,25933,5,6,1.61939381103033
DNK,High income,Denmark,2015,302673070846.857,30282,5,3.5,2.34259110757047
DNK,High income,Denmark,2016,313115929314.339,33645,5,3.5,3.24595698524399
DNK,High income,Denmark,2017,332121063806.391,36341,5,3.5,2.82173634129026
DNK,High income,Denmark,2018,356841216410.068,36982,5,3.5,1.98953731496432
ESP,High income,Spain,2006,1260398977831.76,141830,10,60,4.10268574072705
ESP,High income,Spain,2007,1474002579820,138879,10,60,3.60473846199818
ESP,High income,Spain,2008,1631863493552.34,99473,10,61,0.887067045576416
ESP,High income,Spain,2009,1491472923706.64,74333,10,61,-3.7631070424473
ESP,High income,Spain,2010,1422108199783.34,75885,10,52,0.162919517758226
ESP,High income,Spain,2011,1480710495710.12,81027,10,29,-0.814384776648922
ESP,High income,Spain,2012,1324750738725,84399,11,30,-2.95892213230024
ESP,High income,Spain,2013,1355579535912.55,90373,11,24,-1.40334186790638
ESP,High income,Spain,2014,1371820537888.62,91544,7,14,1.39577536727975
ESP,High income,Spain,2015,1196156971279.69,91750,7,14,3.83851887667484
ESP,High income,Spain,2016,1233554967011.68,98824,7,13,3.03777414172446
ESP,High income,Spain,2017,1313245330197.65,92613,7,13,2.97576072924863
ESP,High income,Spain,2018,1421702715218.04,93560,7,12.5,2.28446941947622
ESP,High income,Spain,2019,1394320055129.41,92010,7,12.5,1.9839662230883
EST,High income,Estonia,2006,17022870405.2189,12070,6,35,9.76558336997708
EST,High income,Estonia,2007,22449129482.617,11599,5,6.5,7.57914052046765
EST,High income,Estonia,2008,24341678628.9732,9661,5,6.5,-5.13200095768519
EST,High income,Estonia,2009,19633031397.6104,8183,5,6.5,-14.6290550324223
EST,High income,Estonia,2010,19523477325.6235,9212,5,6.5,2.44426511799784
EST,High income,Estonia,2011,23213994093.4631,13141,5,6.5,7.26308458128695
EST,High income,Estonia,2012,23019150071.1867,13524,5,6.5,3.22820049358981
EST,High income,Estonia,2013,25115753366.1114,14242,5,6.5,1.45842863615992
EST,High income,Estonia,2014,26634083965.0987,13867,4,4.5,3.01136658651455
EST,High income,Estonia,2015,22890762090.1508,15005,3,3.5,1.85302004629342
EST,High income,Estonia,2016,24072829276.7744,16572,3,3.5,3.15556481438308
EST,High income,Estonia,2017,26924385103.0659,18461,3,3.5,5.79204467466494
EST,High income,Estonia,2018,30624720196.229,19950,3,3.5,3.78420084952826
EST,High income,Estonia,2019,31081901909.2156,20899,3,3.5,3.73970668161645
FIN,High income,Finland,2006,217089269791.764,10247,3,17,4.02740965802573
FIN,High income,Finland,2007,256378067752.158,13948,3,17,5.29933650739021
FIN,High income,Finland,2008,285716311136.719,14091,3,17,0.783995060876521
FIN,High income,Finland,2009,253497520828.515,12254,3,17,-8.0744474323113
FIN,High income,Finland,2010,249424310816.667,12391,3,17,3.18595865407703
FIN,High income,Finland,2011,275604356167.316,12744,3,17,2.54766483842627
FIN,High income,Finland,2012,258290060227.734,12506,3,17,-1.39754572817782
FIN,High income,Finland,2013,271362405890.589,12441,3,17,-0.901696316194844
FIN,High income,Finland,2014,274862826772.156,11965,3,17,-0.364908156882066
FIN,High income,Finland,2015,234534382384.766,12625,3,17,0.543659211765487
FIN,High income,Finland,2016,240771351298.833,13584,3,17,2.81145776663433
FIN,High income,Finland,2017,255647979916.471,13848,3,17,3.19240962968416
FIN,High income,Finland,2018,275708001767.843,14700,3,17,1.1397180134305
FIN,High income,Finland,2019,268514916972.549,18100,3,13,1.22474892206223
FRA,High income,France,2006,2320536221304.7,136033,5,7,2.44932360111885
FRA,High income,France,2007,2660591246211.77,160375,5,7,2.42473624337305
FRA,High income,France,2008,2930303780828.12,161808,5,6.5,0.254945960124005
FRA,High income,France,2009,2700887366932.03,152302,5,6.5,-2.87331382849631
FRA,High income,France,2010,2645187882116.67,163650,5,6.5,1.94943762312663
FRA,High income,France,2011,2865157541994.17,166653,5,6.5,2.19270063266654
FRA,High income,France,2012,2683671716967.19,159521,5,6.5,0.313134751077172
FRA,High income,France,2013,2811876903329.03,158875,5,6.5,0.576326674771792
FRA,High income,France,2014,2855964488590.19,165722,5,4.5,0.956183052371557
FRA,High income,France,2015,2439188643162.5,171984,5,4,1.1129123405747
FRA,High income,France,2016,2472964344587.17,188843,5,3.5,1.09546440372048
FRA,High income,France,2017,2595151045197.65,197899,5,3.5,2.29141999417021
FRA,High income,France,2018,2790956878746.66,201087,5,3.5,1.86506607081999
FRA,High income,France,2019,2728870246705.88,218426,5,4,1.84297181445896
GBR,High income,United Kingdom,2006,2709911683532.66,403860,6,11.5,2.16040532059112
GBR,High income,United Kingdom,2007,3092821128451.38,452135,6,11.5,2.5634604605010902
GBR,High income,United Kingdom,2008,2931501838235.29,362322,6,11.5,-0.154344314706506
GBR,High income,United Kingdom,2009,2417638261411.43,364131,6,11.5,-4.51048560011785
GBR,High income,United Kingdom,2010,2491397494467.95,400867,6,11.5,2.43007289502704
GBR,High income,United Kingdom,2011,2666403005061.42,453898,6,11.5,1.06761091403658
GBR,High income,United Kingdom,2012,2706340967030.68,492754,6,11.5,1.44845675688505
GBR,High income,United Kingdom,2013,2786315215249.95,522439,6,11.5,1.81986337468368
GBR,High income,United Kingdom,2014,3065223279583.79,585672,6,6,3.19970262614801
GBR,High income,United Kingdom,2015,2934857946213.47,611478,4,4.5,2.393103183986
GBR,High income,United Kingdom,2016,2699659680997.2,663616,4,4.5,2.16520621052183
GBR,High income,United Kingdom,2017,2683399006715.79,632517,4,4.5,2.44357046987986
GBR,High income,United Kingdom,2018,2878152147315.82,664974,4,4.5,1.70502102232903
GBR,High income,United Kingdom,2019,2857057847953.02,684874,4,4.5,1.60430864787399
GRC,High income,Greece,2011,282995942006.557,2257,11,11,-10.1493148298685
GRC,High income,Greece,2012,242029307133.408,3473,11,11,-7.08669678638024
GRC,High income,Greece,2013,238907690051.13,4894,5,14,-2.51599722189651
GRC,High income,Greece,2014,235458133124.608,5072,5,13,0.475695947137041
GRC,High income,Greece,2015,195683527003.375,4746,5,13,-0.196087629724133
GRC,High income,Greece,2016,193148146586.933,5750,5,13,-0.487173294301954
GRC,High income,Greece,2017,199844406013.531,7733,4,12.5,1.09214912017283
GRC,High income,Greece,2018,212049447242.111,9921,4,12.5,1.66842863602514
GRC,High income,Greece,2019,205257014892.502,11980,3,4,1.8843417847952
HKG,High income,"Hong Kong SAR, China",2006,193536265094.364,81974,5,11,7.03260256742726
HKG,High income,"Hong Kong SAR, China",2007,211597405593.868,100761,5,11,6.4648299654374
HKG,High income,"Hong Kong SAR, China",2008,219279678430.164,98645,5,11,2.12795656374081
HKG,High income,"Hong Kong SAR, China",2009,214046415026.187,109424,3,6,-2.45905003940163
HKG,High income,"Hong Kong SAR, China",2010,228637697575.04,139530,3,6,6.76767181619664
HKG,High income,"Hong Kong SAR, China",2011,248513617677.287,148329,3,2.5,4.81469995348117
HKG,High income,"Hong Kong SAR, China",2012,262629441493.476,150165,3,2.5,1.70031749232717
HKG,High income,"Hong Kong SAR, China",2013,275696879834.966,174031,3,2.5,3.1015254889484
HKG,High income,"Hong Kong SAR, China",2014,291459356985.337,167280,3,2.5,2.76241961679324
HKG,High income,"Hong Kong SAR, China",2015,309383627028.561,139209,2,1.5,2.38783188301304
HKG,High income,"Hong Kong SAR, China",2016,320858250776.188,144883,2,1.5,2.17542434971001
HKG,High income,"Hong Kong SAR, China",2017,341273289534.466,160229,2,1.5,3.7961221639337
HKG,High income,"Hong Kong SAR, China",2018,361731070995.726,151739,2,1.5,2.84693474269089
HKG,High income,"Hong Kong SAR, China",2019,363052489184.395,124741,2,1.5,-1.67824646424685
HRV,High income,Croatia,2006,50915016294.105,9913,9,25,4.88693807069566
HRV,High income,Croatia,2007,60641942979.2183,10603,8,22.5,5.00111243007304
HRV,High income,Croatia,2008,70943300079.4666,10156,8,22.5,2.00186402121545
HRV,High income,Croatia,2009,63324394633.9008,7806,8,22.5,-7.19344475945697
HRV,High income,Croatia,2010,60672093864.787,7139,8,20.5,-1.22377948198006
HRV,High income,Croatia,2011,63408294943.4855,7116,8,20,-0.0866137790411159
HRV,High income,Croatia,2012,57369359295.2829,7949,8,22.5,-2.33166164485877
HRV,High income,Croatia,2013,59032066091.7147,14186,8,22.5,-0.397827665127963
HRV,High income,Croatia,2014,58423981441.1801,12964,8,22.5,-0.429360585931065
HRV,High income,Croatia,2015,50242783066.1173,12558,8,22.5,2.52229227745192
HRV,High income,Croatia,2016,52397494687.4863,13502,8,22.5,3.55935948219432
HRV,High income,Croatia,2017,56323836169.7177,14918,8,22.5,3.41246782244569
HRV,High income,Croatia,2018,62316840749.9705,15585,8,22.5,2.80067619923238
HRV,High income,Croatia,2019,62327983579.5899,14633,7,19.5,3.42100553041595
HUN,High income,Hungary,2006,115715618613.052,22008,7,39,3.9460668802932
HUN,High income,Hungary,2007,140186716681.425,27335,7,17,0.277372772325805
HUN,High income,Hungary,2008,158325614580.628,43598,5,6,1.00394302900897
HUN,High income,Hungary,2009,131069255620.567,42046,5,5,-6.59786721850169
HUN,High income,Hungary,2010,132175349953.713,44269,5,5,1.0762540427767
HUN,High income,Hungary,2011,141942264554.475,52217,5,5,1.86683747544298
HUN,High income,Hungary,2012,128814279315.132,32311,6,7,-1.25022602347063
HUN,High income,Hungary,2013,135684315697.713,28207,6,7,1.80252210082266
HUN,High income,Hungary,2014,141033843265.669,24479,6,7,4.23220980614269
HUN,High income,Hungary,2015,125174166987.372,21048,6,7,3.7073159793626
HUN,High income,Hungary,2016,128609822750.039,22328,6,7,2.20100189293856
HUN,High income,Hungary,2017,143112196040.326,22783,6,7,4.27197601620695
HUN,High income,Hungary,2018,160564628963.713,24252,6,7,5.36233225929902
HUN,High income,Hungary,2019,163988594921.902,25376,6,7,4.85779236030737
IRL,High income,Ireland,2006,232180617162.279,19175,4,19,4.98785347349479
IRL,High income,Ireland,2007,270079279419.5,18526,4,19,5.31011814691841
IRL,High income,Ireland,2008,275447471451.063,14590,4,19,-4.48407049219472
IRL,High income,Ireland,2009,236443115853.695,13185,4,19,-5.09578275532317
IRL,High income,Ireland,2010,221913560882.367,13793,4,19,1.68297153835975
IRL,High income,Ireland,2011,239003132208.133,14312,4,19,0.833830148555222
IRL,High income,Ireland,2012,225628699652.993,13773,4,16,-0.00554201066994153
IRL,High income,Ireland,2013,238340859896.937,14876,4,16,1.12568964599835
IRL,High income,Ireland,2014,259170903647.536,17601,4,12,8.64935060757608
IRL,High income,Ireland,2015,291775166506.891,19207,4,12,24.3704453546988
IRL,High income,Ireland,2016,299091127524.505,20750,3,11,2.00665411509893
IRL,High income,Ireland,2017,336377500160.546,22048,3,11,9.00534242438529
IRL,High income,Ireland,2018,385736680797.118,22217,3,11,8.52754139148431
IRL,High income,Ireland,2019,399321701632.431,22561,3,11,5.44093733423819
ISL,High income,Iceland,2006,17465318552.2941,3166,5,5,6.31699308637074
ISL,High income,Iceland,2007,21652505596.7528,3648,5,5,8.45486009612951
ISL,High income,Iceland,2008,18074622987.0185,2548,5,5,2.20949641882098
ISL,High income,Iceland,2009,13154414219.207,2625,5,5,-7.66380956025947
ISL,High income,Iceland,2010,13751161917.7398,1623,5,5,-2.83277491540855
ISL,High income,Iceland,2011,15221622925.9319,1700,5,4.5,1.84577915624217
ISL,High income,Iceland,2012,14751508133.5443,1745,5,4.5,1.06363660743763
ISL,High income,Iceland,2013,16125060515.3117,1935,5,4.5,4.55246032015108
ISL,High income,Iceland,2014,17867662177.8911,2047,5,12,1.68721501750639
ISL,High income,Iceland,2015,17517210519.0912,2363,5,12,4.43666371937172
ISL,High income,Iceland,2016,20793168030.9524,2654,5,11.5,6.30368710650176
ISL,High income,Iceland,2017,24728285177.4603,2576,5,11.5,4.19494882908376
ISL,High income,Iceland,2018,26264127686.6137,2301,5,11.5,4.88879824383446
ISL,High income,Iceland,2019,24826102119.6357,2199,5,11.5,2.41545609212417
ISR,High income,Israel,2006,158670456932.537,14035,5,18,5.58266795932438
ISR,High income,Israel,2007,184052121662.082,15680,5,18,6.0332135706837
ISR,High income,Israel,2008,220531065217.391,14607,5,18,3.25116336079073
ISR,High income,Israel,2009,211970040942.96,14462,5,18,0.883120393565378
ISR,High income,Israel,2010,238364092298.023,16276,5,18,5.66851511790733
ISR,High income,Israel,2011,266791854430.897,15833,5,18,5.56113907589013
ISR,High income,Israel,2012,262282344091.849,14246,5,19,2.58765384384346
ISR,High income,Israel,2013,297732778479.129,14201,5,12,4.41550158737924
ISR,High income,Israel,2014,314330061977.263,15409,5,12,3.91912689280952
ISR,High income,Israel,2015,303414276832.04,16587,5,12,2.48582628898106
ISR,High income,Israel,2016,322102790386.835,17624,4,11,4.52168030880658
ISR,High income,Israel,2017,358245427458.541,17213,4,11,4.27659595115593
ISR,High income,Israel,2018,376691526553.276,17456,4,11,4.0703218874397
ISR,High income,Israel,2019,402470513619.148,17303,3,11,4.1561379889773296
ITA,High income,Italy,2006,1949551719389.64,87113,10,15,1.79063968081796
ITA,High income,Italy,2007,2213102482751.46,90950,10,15,1.48707298036786
ITA,High income,Italy,2008,2408655348718.59,87665,7,12,-0.962012840579291
ITA,High income,Italy,2009,2199928804118.63,83042,8,12.5,-5.2809372082931
ITA,High income,Italy,2010,2136099955236.67,87415,8,12.5,1.71329583916922
ITA,High income,Italy,2011,2294994296589.5,80028,8,12.5,0.707333347034435
ITA,High income,Italy,2012,2086957656821.6,75646,8,12.5,-2.98090576823772
ITA,High income,Italy,2013,2141924094298.56,83470,8,12.5,-1.84106545088248
ITA,High income,Italy,2014,2162009615996.54,91583,7,11.5,-0.00454754236383792
ITA,High income,Italy,2015,1836637711060.55,99983,7,11,0.778304350716581
ITA,High income,Italy,2016,1877071687633.78,102135,7,11,1.29346273155907
ITA,High income,Italy,2017,1961796197354.36,110756,7,11,1.66785904106857
ITA,High income,Italy,2018,2091932426266.98,114360,7,11,0.925810941012742
JPN,High income,Japan,2013,5212328181166.18,14729,8,11.7,2.0051001767726
JPN,High income,Japan,2014,4896994405353.29,19972,8,11.2,0.296205514142628
JPN,High income,Japan,2015,4444930651964.18,22387,8,11.2,1.56062669674904
JPN,High income,Japan,2016,5003677627544.24,23944,8,11.2,0.753826745903538
JPN,High income,Japan,2017,4930837369151.42,27422,8,11.2,1.67533175166503
JPN,High income,Japan,2018,5037835383110.97,29243,8,11.2,0.584068067242868
JPN,High income,Japan,2019,5123318151510.62,30733,8,11.2,-0.240350840922716
KOR,High income,"Korea, Rep.",2006,1053216909887.56,50289,10,17,5.26432659466724
