Country Name,Country Code,year,IC.BUS.NREG,GDP,IC.BUS.NDNS,IC.REG.PROC,IC.REG.DURS,GDP_growth
Argentina,ARG,2010,5400,423627422092.49,0.207609303895616,14,24.5,10.1253981561002
Argentina,ARG,2011,5828,530163281574.658,0.221108182983183,14,24.5,6.00395169280579
Argentina,ARG,2012,4928,545982375701.128,0.184657612822972,14,24.5,-1.0264204544321
Argentina,ARG,2013,5406,552025140252.246,0.200203136189905,14,24.5,2.40532378079436
Argentina,ARG,2014,4699,526319673731.638,0.172029509998524,14,24.5,-2.51261532081394
Argentina,ARG,2015,4958,594749285413.212,0.179440387753378,14,24.5,2.73115982828944
Argentina,ARG,2016,5885,557531376217.967,0.21074882010205,14,24.5,-2.08032784377811
Argentina,ARG,2017,6209,643628665302.155,0.219978653319665,14,24.5,2.81850297775918
Argentina,ARG,2018,5667,524819742918.669,0.198629933646666,11,11,-2.61739646282038
Armenia,ARM,2006,2474,6384451606.1421,1.24508809224724,9,17,13.1999999994661
Armenia,ARM,2007,3290,9206301700.39619,1.65320734787854,9,17,13.7000000015467
Armenia,ARM,2008,3344,11662040713.8753,1.67653502724871,9,17,6.90000000042959
Armenia,ARM,2009,2575,8647936747.98704,1.28844829794729,6,14,-14.1000000006998
Armenia,ARM,2010,2527,9260284937.79781,1.26284205928711,6,14,2.2000000002151
Armenia,ARM,2011,2640,10142111334.4961,1.3168323597586,4,8,4.69999999867412
Armenia,ARM,2012,3190,10619320048.5857,1.58728026244361,4,8,7.20000000096486
Armenia,ARM,2013,3180,11121465767.4067,1.57858368280595,4,5,3.3
Armenia,ARM,2014,3168,11609512939.7542,1.56980192647599,4,5,3.60000000058993
Armenia,ARM,2015,3493,10553337672.9872,1.72930979597313,4,5,3.19999999896625
Armenia,ARM,2016,3510,10546135160.031,1.7385481191485,4,5,0.199999999825991
Armenia,ARM,2017,4443,11527458565.7334,2.20422111071312,4,5,7.50000000164144
Armenia,ARM,2018,6137,12457941907.0333,3.05245628974112,3,4,5.19999999965324
Armenia,ARM,2019,6877,13619291361.2814,3.43185592692547,3,4,7.59999999853918
Antigua and Barbuda,ATG,2006,295,1157662962.96296,5.33627582214826,9,22,12.7081485327737
Antigua and Barbuda,ATG,2007,257,1312759259.25926,4.55229829067399,9,22,9.31538316339753
Antigua and Barbuda,ATG,2008,226,1370070370.37037,3.91762584939676,9,22,-0.0143406519435985
Antigua and Barbuda,ATG,2009,159,1228329629.62963,2.69829956216271,9,22,-11.9626972488343
Antigua and Barbuda,ATG,2010,193,1148700000,3.20992582243954,9,22,-7.84059474412172
Antigua and Barbuda,ATG,2011,187,1137637037.03704,3.05930470347648,9,22,-1.95861262834343
Antigua and Barbuda,ATG,2012,168,1199948148.14815,2.70405124820937,9,22,3.37286620031867
Antigua and Barbuda,ATG,2013,217,1181448148.14815,3.43887673924757,9,22,-0.600876396735046
Antigua and Barbuda,ATG,2014,246,1249733333.33333,3.84356983266409,9,22,3.79572761294251
Antigua and Barbuda,ATG,2015,271,1336692592.59259,4.18113091105454,9,22,3.82529309880827
Antigua and Barbuda,ATG,2016,296,1436585185.18519,4.52336562853388,9,22,5.49645920357835
Antigua and Barbuda,ATG,2017,380,1467977777.77778,5.75522134884214,9,22,3.14432323970505
Antigua and Barbuda,ATG,2018,280,1605944444.44444,4.20742610707899,9,22,6.883640816875
Antigua and Barbuda,ATG,2019,242,1687533333.33333,3.61194029850746,9,19,4.86223616575663
Australia,AUS,2006,133756,747906558849.955,9.5761729444405,3,3,2.74063570365783
Australia,AUS,2007,157438,854427259166.209,11.1792195663822,3,3,3.77791678266478
Australia,AUS,2008,141827,1055642793196.06,9.86125052868977,3,2.5,3.5682700322582
Australia,AUS,2009,145963,928626859078.192,9.94359123987344,3,2.5,1.87048696091408
Australia,AUS,2010,159246,1148610059015.24,10.6937485965152,3,2.5,2.20656631017093
Australia,AUS,2011,166740,1398405797101.45,11.084671761689,3,2.5,2.3913851323057
Australia,AUS,2012,184237,1546892142709.84,12.0807337158743,3,2.5,3.902007806318
Australia,AUS,2013,201855,1576380424746.08,13.060156690824,3,2.5,2.57875428825342
Australia,AUS,2014,222294,1467545212521.8,14.2282656895346,3,2.5,2.57901711177597
Australia,AUS,2015,241023,1350615691821.28,15.2739408215988,3,2.5,2.1527359059391
Australia,AUS,2016,243105,1206535157956.03,15.2480042209321,3,2.5,2.73054799209893
Australia,AUS,2017,249048,1326516328531.56,15.4478731355018,3,2.5,2.2821836424846502
Australia,AUS,2018,235684,1428288504767.07,14.4796186606973,3,2.5,2.88304512347683
Australia,AUS,2019,223389,1392227864397.08,13.5899134759266,3,2,2.1713962244835
Austria,AUT,2006,3116,336280064332.411,0.55624362042478,8,25,3.45404183614122
Austria,AUT,2007,2944,389185571506.052,0.524360966241947,8,25,3.72741530093519
Austria,AUT,2008,2856,432051935642.945,0.507530862354645,8,25,1.4604236757386
Austria,AUT,2009,2826,401758735822.211,0.501350328388013,8,25,-3.76457817791677
Austria,AUT,2010,2819,392275107258.667,0.499465010783944,8,25,1.83709367680054
Austria,AUT,2011,2771,431685217367.511,0.489744353800794,8,25,2.92279728368581
Austria,AUT,2012,2714,409401816050.531,0.477955660014677,8,25,0.680445576816723
Austria,AUT,2013,2811,430190979705.962,0.492758760141128,8,25,0.0255047121972183
Austria,AUT,2014,2923,442584815286.034,0.509209763239236,8,22,0.661272848852605
Austria,AUT,2015,3020,381971148530.543,0.521226518486455,8,22,1.01450158590511
Austria,AUT,2016,3009,395837353031.499,0.514658532017354,8,21,1.98943716230463
Austria,AUT,2017,3046,417261151844.977,0.5182145789447,8,21,2.25857243250671
Austria,AUT,2018,2997,454991174096.102,0.508252963113079,8,21,2.42538536088061
Austria,AUT,2019,3017,444621176100.548,0.510430236689394,8,21,1.51738858303159
Azerbaijan,AZE,2008,6153,48852482960.0779,1.00464704363871,6,10,10.7589780604684
Azerbaijan,AZE,2009,4677,44291490420.5026,0.739618535849439,6,10,9.29636374447091
Azerbaijan,AZE,2010,3541,52909294791.9262,0.548762958732747,6,8,5.04894451349574
Azerbaijan,AZE,2011,4174,65951627200.2026,0.635722776740832,6,8,0.10000013782458
Azerbaijan,AZE,2012,4661,69683935845.2139,0.699257790588419,6,8,2.1652394748416
Azerbaijan,AZE,2013,7172,74164435946.4627,1.06258432003641,3,7,5.80980084268208
Azerbaijan,AZE,2014,6803,75244294275.1498,0.997105272800557,4,5.5,2.75050681535518
Azerbaijan,AZE,2015,5208,53074370486.0433,0.756028960786804,3,3.5,1.09397591627469
Azerbaijan,AZE,2016,7219,37867518957.1975,1.04159828126905,3,3.5,-3.09999988037266
Azerbaijan,AZE,2017,11058,40865558912.3867,1.58673376923312,3,3.5,0.199999938958655
Azerbaijan,AZE,2018,11611,47112941176.4706,1.65845319779658,3,3.5,1.49999999999999
Azerbaijan,AZE,2019,15687,48174235294.1176,2.23201010103022,3,3.5,2.50000006743734
Belgium,BEL,2006,21747,408259840868.823,3.14348861177402,6,27,2.55234994366351
Belgium,BEL,2007,23867,470922156309.453,3.42039012252899,5,4.5,3.67688113594973
Belgium,BEL,2008,23116,517328087920.078,3.28191859632245,5,4.5,0.446928735275904
Belgium,BEL,2009,20415,483254171097.812,2.87306943877407,5,4.5,-2.02074306169408
Belgium,BEL,2010,23512,481420882905.001,3.28037693640531,5,4.5,2.86429270764155
Belgium,BEL,2011,24451,523330354138.133,3.37425281296985,5,4.5,1.69451389861332
Belgium,BEL,2012,19769,496152879924.727,2.71866375249309,5,4.5,0.739217283058679
Belgium,BEL,2013,19054,521791015247.06,2.6164257268223,5,4.5,0.459242192907709
Belgium,BEL,2014,19825,535390200131.018,2.71909045635596,5,4.5,1.57853314322614
Belgium,BEL,2015,20634,462335574841.484,2.82204653764541,5,4.5,2.04145900919961
Belgium,BEL,2016,22705,476062757356.927,3.1011849517749,5,4.5,1.26668640902095
Belgium,BEL,2017,22944,502764720556.354,3.13302963446759,5,4.5,1.6195802783878
Belgium,BEL,2018,27204,543299066998.902,3.71075532503756,5,4.5,1.79294519302076
Belgium,BEL,2019,31094,535830876745.097,4.23306440699933,5,5,2.24085824041289
Benin,BEN,2013,906,12517845127.6775,0.169789309457883,8,18.5,7.19143372144946
Benin,BEN,2014,1382,13284527850.2632,0.250974478329026,8,12.5,6.35767909791932
Benin,BEN,2015,2834,11388160997.1089,0.498679133762319,8,12.5,1.77815106030278
Benin,BEN,2016,3060,11821065852.1271,0.522196508689708,6,8.5,3.33967342629693
Benin,BEN,2017,3115,12701655845.9612,0.515354844558887,6,8.5,5.67155546944753
Benin,BEN,2018,3033,14262408079.7014,0.486351841642686,6,8.5,6.69725946087986
Benin,BEN,2019,3437,14391686309.033,0.534100374196596,6,8.5,6.86568733550151
Burkina Faso,BFA,2017,2940,14106956830.0857,0.292271390090449,3,13,6.20348941121868
Burkina Faso,BFA,2018,3416,15890065019.7634,0.328520071893579,3,13,6.60456906812341
Bangladesh,BGD,2015,7556,195078678697.23,0.0736932382611236,9,19.5,6.55263987878382
Bangladesh,BGD,2016,8103,265236247989.155,0.0775846332445701,9,19.5,7.11347821325363
Bangladesh,BGD,2017,7629,293754646182.389,0.0717065812937578,9,19.5,6.59024999794057
Bangladesh,BGD,2018,4473,321379023557.462,0.041286231610332,9,19.5,7.31941263014136
Bulgaria,BGR,2008,10930,54481376860.3695,2.11755306184999,7,56,6.12955970373739
Bulgaria,BGR,2009,8199,52023505367.1714,1.60284794351031,7,25,-3.3471420954691
Bulgaria,BGR,2010,6903,50682061053.2016,1.36411090025984,7,25,1.54180144307578
Bulgaria,BGR,2011,8267,57678241023.818,1.65626500720947,7,25,2.10120575009232
Bulgaria,BGR,2012,8558,54300857424.4415,1.73836561538001,7,25,0.754930385981893
Bulgaria,BGR,2013,8168,55810138436.4821,1.68270919476555,7,25,-0.56049396557782
Bulgaria,BGR,2014,7751,57082011260.3446,1.61970274035064,7,25,0.96686903234496
Bulgaria,BGR,2015,8720,50781996712.7635,1.84883877235409,7,25,3.42805491352132
Bulgaria,BGR,2016,9423,53953897624.4344,2.02592530800601,7,23,3.03982527630795
Bulgaria,BGR,2017,9022,59199447421.4924,1.96769979993671,7,23,2.76217095961262
Bulgaria,BGR,2018,8855,66363537115.2686,1.95781337782393,7,23,2.68476058693781
Bulgaria,BGR,2019,7872,68915875214.6537,1.7615514542198,7,23,4.03814220572653
Bahrain,BHR,2007,1416,21730000000,1.82408644314737,7,9.4,8.29396044759683
Bahrain,BHR,2008,1584,25710904255.3191,1.86993338362321,7,9.4,6.24501077496258
Bahrain,BHR,2009,1127,22938218085.1064,1.23714825800304,7,9.3,2.53988593585052
Bahrain,BHR,2010,1363,25713271276.5957,1.4153421846736,7,9.3,4.33429917283131
Bahrain,BHR,2011,1207,28776595744.6809,1.2184669928699,7,9.3,1.98351501159991
Bahrain,BHR,2012,1346,30749308510.6383,1.33788705291115,7,9.3,3.72810843046017
Bahrain,BHR,2013,1433,32539468085.1064,1.41091078081555,7,9.3,5.41683981012071
Bahrain,BHR,2014,1439,33387712765.9574,1.39820186770231,7,9.4,4.35039085252969
Bahrain,BHR,2015,1567,31050638297.8723,1.48680049452484,7,9.4,2.48537855758804
Bahrain,BHR,2016,4230,32234973404.2553,3.8396043845922,6,8.3,3.55812811897778
Bahrain,BHR,2017,4177,35473776595.7447,3.59408907008,6,8.3,4.29094977756338
Bahrain,BHR,2018,3823,37802005319.1489,3.11021620192405,6,8.3,2.11113047304872
Bosnia and Herzegovina,BIH,2016,2814,16913330976.7547,1.18714291319133,13,80,3.14980730946617
Bosnia and Herzegovina,BIH,2017,2433,18080118186.009,1.04519647803584,13,80,3.17143490713458
Bosnia and Herzegovina,BIH,2018,2493,20183510863.0054,1.09071865365154,13,80,3.74007310096745
Bosnia and Herzegovina,BIH,2019,2547,20202479537.5193,1.1329325293530501,13,80,2.83100130837011
Belarus,BLR,2006,1885,36954312354.3124,0.280409937014127,17,70,9.99999481247372
Belarus,BLR,2007,3820,45277399813.6067,0.567794516650797,11,49,8.6000065362481
Belarus,BLR,2008,5168,60763483146.0674,0.766756705189465,9,32,10.1999994395436
Belarus,BLR,2009,5714,50874078052.2735,0.846361283400091,7,13,0.199995310014472
Belarus,BLR,2010,6399,57222490768.7143,0.947773517232104,7,13,7.79826682269731
Belarus,BLR,2011,6063,61757788944.7236,0.901720496985862,7,13,5.37870744981015
Belarus,BLR,2012,7674,65685102554.8759,1.14708931691235,7,13,1.68713553642841
Belarus,BLR,2013,8983,75527984234.2342,1.35003065109109,6,12,1.00347084085645
Belarus,BLR,2014,7019,78813839984.3506,1.06048800578849,6,12,1.72638485417002
Belarus,BLR,2015,6095,56454734396.5842,0.925295202568298,5,9,-3.82957055828379
Belarus,BLR,2016,6427,47722657820.6675,0.979319550430309,5,9,-2.52644643552364
Belarus,BLR,2017,7861,54726595249.1849,1.20439637617799,5,9,2.53218350023035
Belarus,BLR,2018,8700,60031262269.3365,1.34338494093275,4,9,3.14919759374963
Belarus,BLR,2019,8697,64409647193.8044,1.36278123326296,4,8.5,1.40000000000001
Belize,BLZ,2007,923,1696000000,5.25602478247005,9,43,3.27469553450609
Belize,BLZ,2008,801,1729000000,4.40434165814391,9,43,-1.51991614255765
Belize,BLZ,2009,583,1680500000,3.09814695738587,9,43,-0.452368281000531
Belize,BLZ,2010,604,1738500000,3.10581363061386,9,43,1.25634856990109
Belize,BLZ,2011,1000,1819500000,4.96470097606021,9,43,-0.10559662090813
Belize,BLZ,2012,863,1903000000,4.14308278004215,9,43,3.85835095137421
Belize,BLZ,2013,801,2029500000,3.7226898176765,9,43,4.52926208651398
Belize,BLZ,2014,655,2138000000,2.94892285527767,9,43,4.08958130477117
Belize,BLZ,2015,675,2210500000,2.94608018575581,9,43,3.36763330215155
Belize,BLZ,2016,701,2258500000,2.97476331323282,9,43,0.113122171945705
Belize,BLZ,2017,777,2286000000,3.20674199965333,9,48,-1.69491525423729
Belize,BLZ,2018,763,2315000000,3.06506945616107,9,48,1.10344827586206
Belize,BLZ,2019,769,2416500000,3.01096319498825,9,48,4.50204638472033
Bolivia,BOL,2018,3593,40287647930.4761,0.512640885286436,12,39.5,4.22362351118875
Brazil,BRA,2013,304549,2472806919901.67,2.18994066740579,11,86.6,3.00482266944432
Brazil,BRA,2014,267225,2455993625159.37,1.89926698706597,11,83.6,0.503955740242247
Brazil,BRA,2015,245830,1802214373741.32,1.72823851179057,11,86,-3.54576339269425
Brazil,BRA,2016,226570,1795700168991.49,1.57789459442645,11,82.5,-3.27591690782192
Brazil,BRA,2017,235300,2063507864886.88,1.62407631781024,11,82.5,1.32286905404399
Brazil,BRA,2018,253902,1916947014067.55,1.7379789498387,11,20.1,1.783666761634
Brazil,BRA,2019,291392,1873274432754.47,1.97977715576373,11,16.6,1.22077782360842
Barbados,BRB,2015,1105,4724691200,5.77747568754575,7,19,2.47261987248125
Barbados,BRB,2016,1056,4832811750,5.51430272268697,7,16,2.53302488224136
Barbados,BRB,2017,945,4981588900,4.93145537946114,7,16,0.456290512904502
Barbados,BRB,2018,859,5097283200,4.48257327885363,7,16,-1.02713910017275
Barbados,BRB,2019,939,5324250000,4.9034966787818,7,16,-0.131147253497488
Brunei Darussalam,BRN,2012,480,19047940300.8963,1.68713489346446,18,104.5,0.912841670964411
Brunei Darussalam,BRN,2013,475,18093829923.2737,1.64316081874379,18,104.5,-2.12602851740175
Brunei Darussalam,BRN,2014,457,17098342541.4365,1.95167476174581,18,104.5,-2.50835256644561
Brunei Darussalam,BRN,2015,573,12930394937.8137,2.54979651952775,7,14.5,-0.392383749502031
Brunei Darussalam,BRN,2016,760,11400854267.7188,2.64696809375176,7,14.5,-2.47791771833224
Brunei Darussalam,BRN,2017,798,12128104859.1498,2.39392708838209,5,12.5,1.32860255161715
Brunei Darussalam,BRN,2018,731,13567351175.0315,2.4088049094354,3,5.5,0.0522377907767719
Brunei Darussalam,BRN,2019,745,13469422958.5105,2.38224666645349,3,5.5,3.86910986506845
Bhutan,BTN,2006,10,874989895.601121,0.0248761169376505,10,62,6.99973809500906
Bhutan,BTN,2007,11,1168308516.63301,0.0267781937864853,8,48,18.3608540555453
Bhutan,BTN,2008,21,1227808790.6733,0.0500947028429937,8,46,4.79946061155896
Bhutan,BTN,2009,13,1234014291.82342,0.0303944971931851,8,46,6.74833374849808
Bhutan,BTN,2010,18,1547991317.81183,0.041230218084948,8,46,11.9458959983757
Bhutan,BTN,2011,23,1777101316.67756,0.0515356503462972,8,35,7.98261704055791
Bhutan,BTN,2012,82,1781281281.57912,0.179659085929626,8,35,5.11840085800534
Bhutan,BTN,2013,23,1756215665.09323,0.0492778650257852,8,30,2.11997263298215
Bhutan,BTN,2014,29,1907090813.45906,0.0608036566061076,8,15,5.77649568013724
Bhutan,BTN,2015,44,2003598212.99135,0.0903871239433437,8,15,6.64223210535566
Bhutan,BTN,2016,50,2158972129.00307,0.100674721986755,8,15,8.1270335383894
Bhutan,BTN,2017,72,2450364928.07302,0.142318647498453,8,12,4.65183467529606
Bhutan,BTN,2018,47,2446866404.93058,0.0913169260779769,8,12,3.05512983672538
Botswana,BWA,2006,6627,9919158482.41085,5.95488948814189,11,105,8.3638710958036
Botswana,BWA,2007,6963,10567270655.5027,6.09390548188938,11,105,5.79255577727118
Botswana,BWA,2008,8225,10730763098.9175,7.0121145468341,10,74,3.25207295796832
Botswana,BWA,2009,10955,10118518637.0561,9.1187560868009,10,59,-14.1442346163423
Botswana,BWA,2010,11693,12637319933.4668,9.53489168565273,10,59,10.1222091179732
Botswana,BWA,2011,12353,15110716533.5907,9.93514369082586,9,40,6.83852974803483
Botswana,BWA,2012,16194,13907510005.8897,12.8888379511571,9,40,-0.170900761456892
Botswana,BWA,2013,15092,14271752527.1166,11.9026775503766,9,41,11.1028237779771
Botswana,BWA,2014,18621,15470059201.6577,14.532408574441,9,48,5.69696453982205
Botswana,BWA,2015,23512,13530738157.7648,18.1018746280424,9,48,-4.85099181652298
Botswana,BWA,2016,26613,15082579073.8634,20.0905899671611,9,48,7.20181902928654
Botswana,BWA,2017,20614,16105182316.3307,15.2070441944117,9,48,4.11305614345601
Botswana,BWA,2018,20993,17031901441.1765,15.1036491792027,9,48,4.18983407399507
Botswana,BWA,2019,17377,16695928792.5697,12.1919817916607,9,48,3.03259874052561
Central African Republic,CAF,2009,95,2067381766.36117,0.0414606363989473,9,24,8.58726042640994
Central African Republic,CAF,2010,109,2142591375.85053,0.0469533722859658,9,24,4.63081843223307
Central African Republic,CAF,2011,125,2437982839.63072,0.0538143619769244,8,22,4.19461533741989
Central African Republic,CAF,2012,169,2510126699.05356,0.0728380461129481,10,22,5.05376125356918
Central African Republic,CAF,2013,87,1691544192.38242,0.0375291983633819,10,22,-36.3919770983887
Central African Republic,CAF,2014,87,1894813504.52945,0.0374695721233274,10,22,0.0810705153264877
Central African Republic,CAF,2015,138,1695825708.45604,0.0591046923986226,10,22,4.33712103020231
Central African Republic,CAF,2016,250,1825018190.85071,0.105519425704194,10,22,4.75031684122342
Central African Republic,CAF,2017,265,2072349794.23301,0.109779442742978,10,22,4.52727821346231
Central African Republic,CAF,2018,340,2220978978.17342,0.137787098669747,10,22,3.78944359275462
Central African Republic,CAF,2019,319,2221301400.72468,0.126210223502876,10,22,3.09999999999999
Canada,CAN,2017,3052,1649265644244.09,0.204167601264153,2,1.5,3.03988022528195
Canada,CAN,2018,3262,1725329192783.02,0.215755281390988,2,1.5,2.77704055379553
Switzerland,CHE,2006,19471,441634672196.523,3.82441212749743,6,18,4.07362844994275
Switzerland,CHE,2007,21391,490740715594.802,4.15959659049587,6,18,3.9163758177818
Switzerland,CHE,2008,21733,567267767519.158,4.17060145281164,6,18,2.80798363168692
Switzerland,CHE,2009,20810,554212916092.271,3.94476495001465,6,18,-2.29737463071545
Switzerland,CHE,2010,22139,598851028906.58,4.15765784460963,6,18,3.24339733550173
Switzerland,CHE,2011,23765,715888126682.396,4.42067077005611,6,18,1.81310819203695
Switzerland,CHE,2012,23608,686420221557.99,4.3541289344483,6,18,1.17925383325108
Switzerland,CHE,2013,24601,706234937370.968,4.49746278455122,6,18,1.79214405707484
Switzerland,CHE,2014,25085,726537808338,4.54416343554335,6,10,2.34988127508626
Switzerland,CHE,2015,24244,694118186379.628,4.35530555403856,6,10,1.64462768699285
Switzerland,CHE,2016,24135,687895460902.713,4.30598448882157,6,10,2.0686896670996
Switzerland,CHE,2017,25790,695200833086.499,4.57505313465646,6,10,1.36279955711416
Switzerland,CHE,2018,25637,725568717468.001,4.53021044441723,6,10,2.86044579461633
Switzerland,CHE,2019,26347,721369112726.724,4.63964763542974,6,10,1.14198232505277
Chile,CHL,2013,85418,277239461340.404,7.05705492338182,8,7.5,3.30850824710085
Chile,CHL,2014,98433,259405202008.001,8.04582292862952,8,7.5,1.79264947139259
Chile,CHL,2015,102914,242496649874.236,8.31998934151433,8,7.5,2.15194249981184
Chile,CHL,2016,109880,249298719723.108,8.76802890034251,8,7.5,1.75303874901438
Chile,CHL,2017,118724,276364933679.626,9.34489767437797,8,7.5,1.35769537349597
Chile,CHL,2018,132740,295402652037.155,10.3139171292221,7,6,3.99002947784489
Chile,CHL,2019,138587,278584733103.01,10.6558826604991,6,4,0.77053958389908
China,CHN,2013,117997,9570406235659.64,4.30268432703376,13,34.3,7.76615009763002
China,CHN,2014,188558,10475682920594.5,6.8906064426538,11,31.4,7.42576365632598
China,CHN,2015,210086,11061553079876.4,7.70635403904422,11,31.4,7.04132887877194
China,CHN,2016,245321,11233276536737.2,9.08159034538926,9,28.9,6.84876220493844
China,CHN,2017,229299,12310409370892.8,8.57801803149901,9,24.9,6.94720079330668
China,CHN,2018,228559,13894817549374.2,8.66926108411754,5,8.6,6.74977383254181
China,CHN,2019,211960,14279937500606.5,8.15325597869537,5,8.6,5.9505007536746
Cote d'Ivoire,CIV,2013,1342,42760237561.4396,0.112210941854497,6,8,10.7602131317082
Cote d'Ivoire,CIV,2014,3664,48843008580.3288,0.297473150693695,5,7,9.37199994201148
Cote d'Ivoire,CIV,2015,5758,45814637971.4745,0.453727015196467,5,7,7.19409064540673
Cote d'Ivoire,CIV,2016,7881,47964234560.0514,0.603699966095977,5,7,7.17920782392478
Cote d'Ivoire,CIV,2017,8043,51588158717.5348,0.598489645191557,5,8,7.35963808821695
Cote d'Ivoire,CIV,2018,10233,58011466450.8643,0.739419376949755,4,6,6.89028431967284
Cote d'Ivoire,CIV,2019,11210,58539424929.7248,0.786660980625894,4,6,6.23170951305083
"Congo, Dem. Rep.",COD,2015,1701,37917704900.0794,0.0440572311980521,7,11.5,6.91616712035345
"Congo, Dem. Rep.",COD,2016,1565,37134799974.5225,0.0392292468197677,7,11.5,2.39939891413687
"Congo, Dem. Rep.",COD,2017,1464,38019265625.8845,0.0354766805768857,4,7,3.72694765333267
"Congo, Dem. Rep.",COD,2018,2102,47568210068.5136,0.0492035704563879,4,7,5.82112109989339
"Congo, Dem. Rep.",COD,2019,1480,51775830725.8441,0.0334483882555115,4,7,4.38452888103882
Colombia,COL,2013,61559,382116120909.218,1.96853893664425,9,12,5.13399351995672
Colombia,COL,2014,69841,381112110485.385,2.20196698036365,9,12,4.49903000110972
Colombia,COL,2015,61033,293481753078.868,1.89499722657206,9,12,2.95590137527523
Colombia,COL,2016,68460,282825012368.255,2.08925392882584,8,11,2.08738250162794
Colombia,COL,2017,66780,311883730442.045,2.00071705843181,8,11,1.35936086788746
Colombia,COL,2018,67983,334198218100.719,2.0000858486755,8,11,2.56432428277704
Colombia,COL,2019,74706,323109540251.855,2.16290891184714,7,10,3.18685539245533
Comoros,COM,2018,78,1188797574.94753,0.163109281127211,9,16,3.6424511379732
Cabo Verde,CPV,2008,462,1787968044.494,1.59541404793149,12,52,6.65052052259701
Cabo Verde,CPV,2009,782,1697737296.24641,2.61849352910646,9,24,-1.27042596756841
